"area","Year","Eff_Num_Sp_mn","Sp_rich_mn","Exp_B_Div_mn","chl_mg_m3_mn"
1,2003,7.349868625642,8.828890428319,9.583787444559,1.5502570783057
2,2003,7.894444870289,9.130125190205,8.580445877084,1.48203530392715
3,2003,7.848142866493,9.591360839605,7.975279540056,1.3831755594251
4,2003,7.28322710341,9.714897164881,9.561853463536,1.65722381915463
5,2003,7.702539010355,10.660728674035,8.461973381262,2.04826405621034
6,2003,9.726732476647,9.723828283543,6.204686964393,1.98398670795756
7,2003,6.793959416916,9.426702896006,9.208288607683,2.00241547871622
8,2003,7.450512564727,12.24355754814,10.034858418036,1.89394840903226
9,2003,9.173354499829,11.74279284505,7.971935620754,1.6145823718966
10,2003,12.137914279049,13.45537353638,5.146005041313,1.56092070401855
1,2005,6.267332518948,9.192050972804,11.963263626295,1.86096035652879
2,2005,6.084398609147,9.039412325105,12.6656127614,1.95138414677804
3,2005,6.450001650634,9.195705246508,11.9955740361,1.74394063183807
4,2005,6.458364527761,9.280357604078,13.129046907091,1.74014935218254
5,2005,7.263252761617,10.18424749363,9.629342038653,1.71738984567646
6,2005,9.253858109812,9.254085270483,7.231937978403,1.99583273718924
7,2005,9.016097817599,8.904789155853,6.964283375023,2.05917340868707
8,2005,8.421091606322,11.75884778014,8.396518252434,1.795101726294
9,2005,10.137610872626,10.896671922237,6.525977029865,1.43656065097018
10,2005,12.119940743478,12.58725642473,5.02882079468,1.3714904069332
1,2007,6.791960267568,8.969355799278,9.206954158535,1.70821144856027
2,2007,5.088758017411,8.953836134724,14.949580681366,2.09282213592233
3,2007,5.37284785769,8.987107357989,13.593151025891,2.4135868337773
4,2007,6.332811256423,9.011029897594,9.905235943693,2.52654903670635
5,2007,6.811872834035,9.954308647941,10.998493971722,2.05954709030379
6,2007,8.904418046395,9.111552353203,8.495962850401,1.95929511265432
7,2007,6.91706351565,9.0099190465,11.225421715316,2.18176933126508
8,2007,6.063603621069,11.93291588034,14.383722495601,2.69098694485294
9,2007,7.640466324869,11.268495052,9.428609044798,1.82051034109091
10,2007,9.553649421735,12.93093483873,7.144759657054,1.37876539312515
1,2009,8.263057285369,9.58199644155,7.536575831328,2.01650179907975
2,2009,7.63429817567,9.466424059606,9.168112870897,1.47670382365254
3,2009,7.382826830727,9.305126505223,8.852686231431,1.58891436576289
4,2009,7.336010467582,9.298959604634,8.223977903888,1.74430036111111
5,2009,7.510383191215,10.167437735225,8.223021274227,2.16043841677149
6,2009,8.577510487643,9.36761926846,8.543443781332,2.73857796549975
7,2009,8.017217992017,9.202961733069,8.889882178514,2.63028785657238
8,2009,7.504095504036,11.61176076767,8.352804904878,2.10192979493464
9,2009,8.075285146372,11.209150174513,9.351154649824,1.56882702846348
10,2009,8.385230457356,12.91473608887,9.185516364358,1.18368440255235
1,2011,8.013275192302,9.26206370248,9.609707403084,1.50991106765299
2,2011,8.090662309208,9.096327154528,10.486052595486,1.51754252449414
3,2011,7.788283430294,9.039720593419,9.010261926342,1.51223613667912
4,2011,7.804911332025,9.01168037057,8.615283531762,1.34448967113095
5,2011,7.366335361232,9.746437427635,8.45438618742,1.56593602418682
6,2011,8.631607728212,9.066182538256,8.093904097994,2.67105951851852
7,2011,9.70606144869,8.989025452712,6.704568154891,2.63313947208958
8,2011,6.778137221526,11.16683714688,9.03744233736,3.05174777001634
9,2011,6.016713418281,11.12508408704,10.471312226515,1.97853914823529
10,2011,6.557071894381,13.36747137208,11.419527417019,2.72789389390112
1,2013,8.009072481606,9.331095491916,9.008119765312,1.67322656711073
2,2013,8.712625334401,9.31925962889,7.118953395846,1.7202978255814
3,2013,8.893041093637,9.518214796927,8.351576645131,1.61827235734072
4,2013,8.811801219277,9.53903615171,8.574298751903,1.54845349240891
5,2013,7.592262136685,10.242654178338,10.191795128213,3.16632076618861
6,2013,8.569405239112,9.589847258694,10.0074342414,2.47993576486784
7,2013,8.183484400565,9.35300121118,8.582312796755,1.9375347226362
8,2013,7.775838516361,11.16082987837,8.725222749225,1.85832980163599
9,2013,7.466557293931,11.39885850221,8.497967744002,1.59612612656642
10,2013,5.885501220232,13.6541999512,12.2378282556,1.92915468424847
1,2015,9.699618855394,9.543741868911,6.714602369365,1.70088881100941
2,2015,9.497366158489,9.30504399044,6.388543910356,1.81880730489731
3,2015,8.901832285938,9.209657154252,6.984893327477,2.033052460309
4,2015,9.352600423563,9.275457359953,7.851431301392,1.97782691332611
5,2015,9.136255299208,10.097828228803,7.792059796268,1.79977994899818
6,2015,9.106958847193,9.458940723013,6.840949067278,1.80389889359978
7,2015,8.190314697413,9.216510297696,9.135660609998,2.11085741830173
8,2015,7.682075818744,11.07982646873,9.905253718418,1.74376904328112
9,2015,8.136625265616,11.03592020878,9.544529759866,1.55454612846286
10,2015,8.257631619075,13.24495384625,10.427642605374,1.65554568413449
